Instance,LB,ILB,TLB,UP,IUP,TUP,ITER,TIME,OPTG,OPTS
input/Spd_RF2_250_273_4043.txt, 62.99879, 1129, 0, 67, 447, 0, 112322, 10, 0, 0
input/Spd_RF2_250_297_4051.txt, 44.30243, 52, 0, 55, 88, 0, 99802, 10, 0, 0
input/Spd_RF2_250_297_4059.txt, 48.10000, 233, 0, 62, 3398, 0, 101693, 10, 0, 0
input/Spd_RF2_250_297_4067.txt, 44.22469, 249, 0, 55, 57, 0, 102765, 10, 0, 0
input/Spd_RF2_250_297_4075.txt, 48.19627, 115, 0, 58, 175, 0, 94119, 10, 0, 0
input/Spd_RF2_250_297_4083.txt, 45.30830, 90, 0, 54, 72656, 7, 100774, 10, 0, 0
input/Spd_RF2_250_321_4091.txt, 35.64891, 35, 0, 56, 33, 0, 91016, 10, 0, 0
input/Spd_RF2_250_321_4099.txt, 34.11319, 48, 0, 55, 53, 0, 91926, 10, 0, 0
input/Spd_RF2_250_321_4107.txt, 32.09577, 49, 0, 53, 13, 0, 83615, 10, 0, 0
input/Spd_RF2_250_321_4115.txt, 36.46036, 156, 0, 54, 77, 0, 95879, 10, 0, 0
input/Spd_RF2_250_321_4123.txt, 39.66361, 396, 0, 51, 104, 0, 93999, 10, 0, 0
input/Spd_RF2_250_345_4131.txt, 22.96206, 74001, 8, 50, 13, 0, 86259, 10, 0, 0
input/Spd_RF2_250_345_4139.txt, 28.42583, 67, 0, 52, 64, 0, 85745, 10, 0, 0
input/Spd_RF2_250_345_4147.txt, 24.55609, 60, 0, 49, 93, 0, 84634, 10, 0, 0
input/Spd_RF2_250_345_4155.txt, 21.85129, 74, 0, 50, 31, 0, 85678, 10, 0, 0
input/Spd_RF2_250_345_4163.txt, 28.04375, 167, 0, 48, 29, 0, 86119, 10, 0, 0
input/Spd_RF2_250_369_4171.txt, 20.00521, 122, 0, 46, 21, 0, 79121, 10, 0, 0
input/Spd_RF2_250_369_4179.txt, 11.33138, 18, 0, 47, 6025, 0, 80162, 10, 0, 0
input/Spd_RF2_250_369_4187.txt, 20.17845, 107, 0, 44, 21, 0, 72506, 10, 0, 0
input/Spd_RF2_250_369_4195.txt, 18.34818, 57, 0, 47, 45038, 5, 78921, 10, 0, 0
input/Spd_RF2_250_369_4203.txt, 16.67557, 49, 0, 46, 43, 0, 78107, 10, 0, 0
input/Spd_RF2_300_326_4211.txt, 76.21755, 104, 0, 83, 57, 0, 95363, 10, 0, 0
input/Spd_RF2_300_326_4219.txt, 75.39513, 74324, 8, 82, 658, 0, 83936, 10, 0, 0
input/Spd_RF2_300_326_4227.txt, 75.20484, 95, 0, 83, 578, 0, 95652, 10, 0, 0
input/Spd_RF2_300_326_4235.txt, 75.59670, 96, 0, 84, 31, 0, 94391, 10, 0, 0
input/Spd_RF2_300_326_4243.txt, 76.22458, 103, 0, 83, 16, 0, 95695, 10, 0, 0
input/Spd_RF2_300_353_4251.txt, 62.53529, 13193, 1, 72, 52, 0, 88046, 10, 0, 0
input/Spd_RF2_300_353_4259.txt, 59.89645, 202, 0, 73, 33, 0, 83805, 10, 0, 0
input/Spd_RF2_300_353_4267.txt, 59.76989, 80, 0, 76, 138, 0, 86896, 10, 0, 0
input/Spd_RF2_300_353_4275.txt, 58.97654, 73, 0, 73, 47698, 5, 85891, 10, 0, 0
input/Spd_RF2_300_353_4283.txt, 59.30803, 215, 0, 75, 39, 0, 85875, 10, 0, 0
input/Spd_RF2_300_380_4291.txt, 49.66666, 133, 0, 68, 102, 0, 77867, 10, 0, 0
input/Spd_RF2_300_380_4299.txt, 45.45247, 41, 0, 65, 37, 0, 77183, 10, 0, 0
input/Spd_RF2_300_380_4307.txt, 42.77523, 130, 0, 67, 24, 0, 78205, 10, 0, 0
input/Spd_RF2_300_380_4315.txt, 39.04072, 29, 0, 63, 42, 0, 76029, 10, 0, 0
input/Spd_RF2_300_380_4323.txt, 45.80462, 43, 0, 66, 39, 0, 77343, 10, 0, 0
input/Spd_RF2_300_407_4331.txt, 38.61765, 132, 0, 59, 15, 0, 71139, 10, 0, 0
input/Spd_RF2_300_407_4339.txt, 36.88515, 101, 0, 59, 17, 0, 71721, 10, 0, 0
input/Spd_RF2_300_407_4347.txt, 35.07927, 64, 0, 59, 68, 0, 70702, 10, 0, 0
input/Spd_RF2_300_407_4355.txt, 33.45454, 38430, 5, 63, 12, 0, 72220, 10, 0, 0
input/Spd_RF2_300_407_4363.txt, 33.33457, 64, 0, 61, 56, 0, 64278, 10, 0, 0
input/Spd_RF2_300_434_4371.txt, 24.77896, 58, 0, 56, 69, 0, 65806, 10, 0, 0
input/Spd_RF2_300_434_4379.txt, 28.33612, 86, 0, 58, 19, 0, 67133, 10, 0, 0
input/Spd_RF2_300_434_4387.txt, 24.17769, 59, 0, 57, 18, 0, 66870, 10, 0, 0
input/Spd_RF2_300_434_4395.txt, 27.18330, 59, 0, 57, 78, 0, 68036, 10, 0, 0
input/Spd_RF2_300_434_4403.txt, 29.44486, 73, 0, 60, 41, 0, 65544, 10, 0, 0
input/Spd_RF2_350_378_4411.txt, 89.03189, 50437, 6, 97, 3106, 0, 76159, 10, 0, 0
input/Spd_RF2_350_378_4419.txt, 86.92539, 581, 0, 96, 577, 0, 76888, 10, 0, 0
input/Spd_RF2_350_378_4427.txt, 89.63703, 61161, 8, 96, 970, 0, 69962, 10, 0, 0
input/Spd_RF2_350_378_4435.txt, 88.93659, 1115, 2, 94, 1038, 2, 4981, 10, 0, 0
input/Spd_RF2_350_378_4443.txt, 87.46528, 12229, 1, 96, 1048, 0, 76340, 10, 0, 0
input/Spd_RF2_350_406_4451.txt, 74.31472, 64, 0, 86, 670, 0, 75638, 10, 0, 0
input/Spd_RF2_350_406_4459.txt, 72.00394, 65312, 8, 88, 148, 0, 72726, 10, 0, 0
input/Spd_RF2_350_406_4467.txt, 72.90026, 57207, 7, 87, 39228, 5, 73847, 10, 0, 0
input/Spd_RF2_350_406_4475.txt, 68.26196, 62325, 8, 84, 91, 0, 74249, 10, 0, 0
input/Spd_RF2_350_406_4483.txt, 67.64463, 44, 0, 89, 52, 0, 73787, 10, 0, 0
input/Spd_RF2_350_435_4491.txt, 52.70691, 41, 0, 78, 13, 0, 67773, 10, 0, 0
input/Spd_RF2_350_435_4499.txt, 50.91519, 36, 0, 77, 3495, 0, 69759, 10, 0, 0
input/Spd_RF2_350_435_4507.txt, 52.28223, 2101, 0, 74, 35481, 5, 61987, 10, 0, 0
input/Spd_RF2_350_435_4515.txt, 58.18961, 186, 0, 79, 8, 0, 68842, 10, 0, 0
input/Spd_RF2_350_435_4523.txt, 55.04059, 67, 0, 76, 12508, 1, 69704, 10, 0, 0
input/Spd_RF2_350_463_4531.txt, 49.30164, 129, 0, 74, 42, 0, 64069, 10, 0, 0
input/Spd_RF2_350_463_4539.txt, 42.64943, 68, 0, 73, 30044, 4, 63020, 10, 0, 0
input/Spd_RF2_350_463_4547.txt, 39.32853, 26, 0, 73, 30569, 4, 64627, 10, 0, 0
input/Spd_RF2_350_463_4555.txt, 39.43528, 27, 0, 71, 22, 0, 62577, 10, 0, 0
input/Spd_RF2_350_463_4563.txt, 41.57621, 94, 0, 70, 32103, 4, 64893, 10, 0, 0
input/Spd_RF2_350_492_4571.txt, 34.72806, 91, 0, 66, 34, 0, 59130, 10, 0, 0
input/Spd_RF2_350_492_4579.txt, 35.10472, 43, 0, 72, 42, 0, 58139, 10, 0, 0
input/Spd_RF2_350_492_4587.txt, 27.23570, 75, 0, 69, 13397, 2, 59277, 10, 0, 0
input/Spd_RF2_350_492_4595.txt, 28.00709, 50, 0, 63, 44, 0, 58909, 10, 0, 0
input/Spd_RF2_350_492_4603.txt, 33.31832, 46, 0, 74, 12, 0, 58332, 10, 0, 0
input/Spd_RF2_400_429_4611.txt, 106.56139, 372, 0, 113, 4030, 0, 67357, 10, 0, 0
input/Spd_RF2_400_429_4619.txt, 104.61093, 97, 0, 113, 4880, 0, 67416, 10, 0, 0
